code,label
<comment> private final boolean <w> output Unigrams </w> ;,0
<comment> final <w> Bytes Ref Builder </w> <w> scratch Bytes </w> = new <w> Bytes Ref Builder </w> ( ) ;,0
protected static final String [ ] <w> CALLABLE _ TYPE </w> = new String [ ] { <w> PREPARE _ CALL </w> } ;,1
"<comment> static int <w> decode Integer </w> ( <w> Byte Buffer </w> source , int n ) throws <w> Hpack Exception </w> { if ( source . remaining ( ) = = 0 ) { return - 1 ; } int count = 1 ; int sp = source . position ( ) ; int mask = <w> PREFIX _ TABLE </w> [ n ] ; int i = mask & source . get ( ) ; int b ; if ( i < <w> PREFIX _ TABLE </w> [ n ] ) { return i ; } else { int m = 0 ; do { if ( count + + > <w> MAX _ INTEGER _ OCTETS </w> ) { throw new <w> Hpack Exception </w> ( sm . <w> get String </w> ( <str-literal> <str-literal> <str-literal> , Integer . <w> value Of </w> ( <w> MAX _ INTEGER _ OCTETS </w> ) ) ) ; } if ( source . remaining ( ) = = 0 ) { <comment> <comment> source . position ( sp ) ; return - 1 ; } b = source . get ( ) ; i = i + ( b & 127 ) * ( <w> PREFIX _ TABLE </w> [ m ] + 1 ) ; m + = 7 ; } while ( ( b & 128 ) = = 128 ) ; } return i ; }",0
"<comment> protected void <w> process Max Idle Backups </w> ( ) { if ( ! <w> get State </w> ( ) . <w> is Available </w> ( ) | | <w> max Idle Backup </w> < 0 ) return ; Session sessions [ ] = <w> find Sessions </w> ( ) ; <comment> if ( <w> max Idle Backup </w> > = 0 ) { for ( int i = 0 ; i < sessions . length ; i + + ) { <w> Standard Session </w> session = ( <w> Standard Session </w> ) sessions [ i ] ; synchronized ( session ) { if ( ! session . <w> is Valid </w> ( ) ) continue ; long <w> last Accessed Time </w> = session . <w> get Last Accessed Time Internal </w> ( ) ; Long <w> persisted Last Accessed Time </w> = ( Long ) session . <w> get Note </w> ( <w> PERSISTED _ LAST _ ACCESSED _ TIME </w> ) ; if ( <w> persisted Last Accessed Time </w> ! = null & & <w> last Accessed Time </w> = = <w> persisted Last Accessed Time </w> . <w> long Value </w> ( ) ) continue ; int <w> time Idle </w> = ( int ) ( session . <w> get Idle Time Internal </w> ( ) / 1000l ) ; if ( <w> time Idle </w> > = <w> max Idle Backup </w> ) { if ( log . <w> is Debug Enabled </w> ( ) ) log . debug ( sm . <w> get String </w> ( <str-literal> <str-literal> <str-literal> , session . <w> get Id Internal </w> ( ) , Integer . <w> value Of </w> ( <w> time Idle </w> ) ) ) ; try { <w> write Session </w> ( session ) ; } catch ( <w> IO Exception </w> e ) { <comment> } session . <w> set Note </w> ( <w> PERSISTED _ LAST _ ACCESSED _ TIME </w> , Long . <w> value Of </w> ( <w> last Accessed Time </w> ) ) ; } } } } }",0
<comment> public int <w> get End Offset </w> ( ) { return <w> match End Offset </w> ; },0
public W <w> get Window </w> ( ) { return window ; },0
@ Override public boolean <w> has Positions </w> ( ) { return <w> field Info </w> . <w> get Index Options </w> ( ) . <w> compare To </w> ( <w> Index Options </w> . <w> DOCS _ AND _ FREQS _ AND _ POSITIONS </w> ) > = 0 ; },0
"<comment> public void merge ( <w> Text Fragment </w> <w> frag 2 </w> ) { <w> text End Pos </w> = <w> frag 2 </w> . <w> text End Pos </w> ; score = Math . max ( score , <w> frag 2 </w> . score ) ; }",0
"private void <w> set Timeout </w> ( ) { <comment> <comment> <comment> <comment> context . timeout ( Math . min ( <w> failure Delay Ms </w> , 250 ) ) ; }",0
"<comment> private final <w> Concurrent Map </w> < String , <w> Cached Resource </w> > <w> resource Cache </w> = new <w> Concurrent Hash Map </w> < > ( ) ;",0
<comment> public Object [ ] <w> get Children </w> ( Object o ) { return new Object [ 0 ] ; },1
private final static String CREATIONS = <str-literal> <str-literal> <str-literal> ;,1
public Long read ( <w> Byte Buffer </w> buffer ) { return <w> Byte Utils </w> . <w> read Varlong </w> ( buffer ) ; },0
@ Override public <w> String Buffer </w> <w> get Request URL </w> ( ) { if ( request = = null ) { throw new <w> Illegal State Exception </w> ( sm . <w> get String </w> ( <str-literal> <str-literal> <str-literal> ) ) ; } return request . <w> get Request URL </w> ( ) ; },0
private final String delimiters ;,1
"<comment> private final <w> Producer Interceptors </w> < K , V > interceptors ;",0
@ Override public <w> Maven Execution Request </w> <w> set Global Settings File </w> ( File <w> global Settings File </w> ) { this . <w> global Settings File </w> = <w> global Settings File </w> ; return this ; },1
"<comment> Map < Setting , Long > pending = new <w> Enum Map </w> < > ( Setting . class ) ;",1
<comment> public final void <w> set Test On Borrow </w> ( final boolean <w> test On Borrow </w> ) { this . <w> test On Borrow </w> = <w> test On Borrow </w> ; },0
"<comment> public long finish ( <w> Index Output </w> out ) throws <w> IO Exception </w> { <comment> <comment> <comment> if ( <w> heap Point Writer </w> = = null & & <w> temp Input </w> = = null ) { throw new <w> Illegal State Exception </w> ( <str-literal> <str-literal> <str-literal> ) ; } if ( <w> offline Point Writer </w> ! = null ) { <w> offline Point Writer </w> . close ( ) ; } if ( <w> point Count </w> = = 0 ) { throw new <w> Illegal State Exception </w> ( <str-literal> <str-literal> <str-literal> ) ; } <w> Long Bit Set </w> <w> ord Bit Set </w> ; if ( <w> num Dims </w> > 1 ) { if ( <w> single Value Per Doc </w> ) { <w> ord Bit Set </w> = new <w> Long Bit Set </w> ( <w> max Doc </w> ) ; } else { <w> ord Bit Set </w> = new <w> Long Bit Set </w> ( <w> point Count </w> ) ; } } else { <w> ord Bit Set </w> = null ; } long <w> count Per Leaf </w> = <w> point Count </w> ; long <w> inner Node Count </w> = 1 ; while ( <w> count Per Leaf </w> > <w> max Points In Leaf Node </w> ) { <w> count Per Leaf </w> = ( <w> count Per Leaf </w> + 1 ) / 2 ; <w> inner Node Count </w> * = 2 ; } int <w> num Leaves </w> = ( int ) <w> inner Node Count </w> ; <w> check Max Leaf Node Count </w> ( <w> num Leaves </w> ) ; <comment> <comment> <comment> byte [ ] <w> split Packed Values </w> = new byte [ Math . <w> to Int Exact </w> ( <w> num Leaves </w> * ( 1 + <w> bytes Per Dim </w> ) ) ] ; <comment> long [ ] <w> leaf Block F Ps </w> = new long [ <w> num Leaves </w> ] ; <comment> assert <w> point Count </w> / <w> num Leaves </w> < = <w> max Points In Leaf Node </w> : <str-literal> <str-literal> <str-literal> + <w> point Count </w> + <str-literal> <str-literal> <str-literal> + <w> num Leaves </w> + <str-literal> <str-literal> <str-literal> + <w> max Points In Leaf Node </w> ; <comment> <w> Path Slice </w> [ ] <w> sorted Point Writers </w> = new <w> Path Slice </w> [ <w> num Dims </w> ] ; <comment> List < Closeable > <w> to Close Heroically </w> = new <w> Array List </w> < > ( ) ; boolean success = false ; try { <comment> for ( int dim = 0 ; dim < <w> num Dims </w> ; dim + + ) { <w> sorted Point Writers </w> [ dim ] = new <w> Path Slice </w> ( sort ( dim ) , 0 , <w> point Count </w> ) ; } <comment> <comment> if ( <w> temp Input </w> ! = null ) { <w> temp Dir </w> . <w> delete File </w> ( <w> temp Input </w> . <w> get Name </w> ( ) ) ; <w> temp Input </w> = null ; } else { assert <w> heap Point Writer </w> ! = null ; <w> heap Point Writer </w> = null ; } final int [ ] <w> parent Splits </w> = new int [ <w> num Dims </w> ] ; build ( 1 , <w> num Leaves </w> , <w> sorted Point Writers </w> , <w> ord Bit Set </w> , out , <w> min Packed Value </w> , <w> max Packed Value </w> , <w> parent Splits </w> , <w> split Packed Values </w> , <w> leaf Block F Ps </w> , <w> to Close Heroically </w> ) ; assert Arrays . equals ( <w> parent Splits </w> , new int [ <w> num Dims </w> ] ) ; for ( <w> Path Slice </w> slice : <w> sorted Point Writers </w> ) { slice . writer . destroy ( ) ; } <comment> assert <w> temp Dir </w> . <w> get Created Files </w> ( ) . <w> is Empty </w> ( ) ; <comment> <comment> success = true ; } finally { if ( success = = false ) { <w> IO Utils </w> . <w> delete Files Ignoring Exceptions </w> ( <w> temp Dir </w> , <w> temp Dir </w> . <w> get Created Files </w> ( ) ) ; <w> IO Utils </w> . <w> close While Handling Exception </w> ( <w> to Close Heroically </w> ) ; } } <comment> <comment> long <w> index FP </w> = out . <w> get File Pointer </w> ( ) ; <w> write Index </w> ( out , Math . <w> to Int Exact </w> ( <w> count Per Leaf </w> ) , <w> leaf Block F Ps </w> , <w> split Packed Values </w> ) ; return <w> index FP </w> ; }",0
<comment> public boolean <w> is Nullable </w> ( ) { return false ; },1
<comment> public void setup ( <w> Service Manager </w> manager ) throws <w> Input Module Exception </w> { this . <w> input Modules </w> = new <w> Hash Map </w> ( ) ; this . <w> service Manager </w> = manager ; },0
private static final String ITERATIONS = <str-literal> <str-literal> <str-literal> ;,1
public static final int <w> DEFAULT _ EDGES </w> = 64 ;,1
<comment> public long <w> get Time Spent Resizing Ns </w> ( ) { if ( ! <w> enable Perf Metrics </w> ) { throw new <w> Illegal State Exception </w> ( ) ; } return <w> time Spent Resizing Ns </w> ; },0
"<comment> protected static final byte [ ] <w> HEADER _ SEPARATOR </w> = { CR , LF , CR , LF } ;",0
<comment> public Map <w> get Object Model </w> ( ) { return this . <w> get Current Object Model </w> ( ) ; },1
public static final String <w> REST _ ADVERTISED _ HOST _ NAME _ CONFIG </w> = <str-literal> <str-literal> <str-literal> ;,1
public String <w> get Filters </w> ( ) { return filters ; },1
<comment> public int <w> serialized Key Size </w> ( ) { return this . <w> serialized Key Size </w> ; },0
public <w> Node Collection </w> < <w> Expression Node </w> > Init = new <w> Node Collection </w> < <w> Expression Node </w> > ( ) ;,1
<comment> public void <w> set Unless </w> ( String c ) { <w> unless Condition </w> = c ; },0
"public void start ( Map < String , String > props ) { filename = props . get ( <w> FILE _ CONFIG </w> ) ; }",0
public void <w> To Source </w> ( <w> String Builder </w> sb ) { if ( <w> is Ref </w> ) { sb . append ( <str-literal> <str-literal> <str-literal> ) ; } else if ( <w> is Out </w> ) { sb . append ( <str-literal> <str-literal> <str-literal> ) ; } expression . <w> To Source </w> ( sb ) ; },1
@ Override public <w> Session Id Generator </w> <w> get Session Id Generator </w> ( ) { if ( <w> session Id Generator </w> ! = null ) { return <w> session Id Generator </w> ; } else if ( <w> session Id Generator Class </w> ! = null ) { try { <w> session Id Generator </w> = <w> session Id Generator Class </w> . <w> new Instance </w> ( ) ; return <w> session Id Generator </w> ; } catch ( <w> Illegal Access Exception </w> ex ) { <comment> } catch ( <w> Instantiation Exception </w> ex ) { <comment> } } return null ; },1
private String types ;,1
<comment> public void <w> remove Layout Component </w> ( Component comp ) { },0
private int remaining ;,1
private static final String <w> ACKS _ KEY _ NAME </w> = <str-literal> <str-literal> <str-literal> ;,0
public String <w> get Class Path </w> ( ) { if ( <w> class Path </w> ! = null ) return <w> class Path </w> ; return System . <w> get Property </w> ( <str-literal> <str-literal> java . class . path <str-literal> <str-literal> ) ; },0
@ Override public <w> Maven Execution Request </w> <w> set Event Spy Dispatcher </w> ( <w> Event Spy Dispatcher </w> <w> event Spy Dispatcher </w> ) { this . <w> event Spy Dispatcher </w> = <w> event Spy Dispatcher </w> ; return this ; },1
<comment> private Object [ ] dense ;,1
"<comment> private void <w> get Namespaces </w> ( Configuration conf ) throws <w> Configuration Exception </w> { Configuration [ ] children = conf . <w> get Children </w> ( <str-literal> <str-literal> <str-literal> ) ; int i = children . length ; if ( i > 0 ) { this . namespaces = new <w> Hash Map </w> ( i + 2 ) ; } while ( i - - > 0 ) { String uri = children [ i ] . <w> get Attribute </w> ( <str-literal> <str-literal> <str-literal> ) ; String prefix = children [ i ] . <w> get Attribute </w> ( <str-literal> <str-literal> <str-literal> ) ; if ( uri ! = null & & prefix ! = null ) { this . namespaces . put ( prefix , uri ) ; } } }",1
<comment> private Profile <w> get Java Profile </w> ( Project p ) { for ( Profile profile : p . <w> get Profile Configuration </w> ( ) . <w> get Profiles </w> ( ) ) { if ( <str-literal> <str-literal> <str-literal> . equals ( profile . <w> get Display Name </w> ( ) ) ) { return profile ; } } return null ; },0
@ Override public <w> Model Building Request </w> <w> set Workspace Model Resolver </w> ( <w> Workspace Model Resolver </w> <w> workspace Resolver </w> ) { this . <w> workspace Resolver </w> = <w> workspace Resolver </w> ; return this ; },1
"<comment> public void setup ( <w> Source Resolver </w> resolver , Map <w> object Model </w> , String src , Parameters par ) throws <w> Processing Exception </w> , <w> SAX Exception </w> , <w> IO Exception </w> { this . resolver = resolver ; this . <w> object Model </w> = <w> object Model </w> ; this . source = src ; this . parameters = par ; }",0
public Enumeration <w> get Headers </w> ( String name ) { return this . req . <w> get Headers </w> ( name ) ; },0
private byte [ ] key = <str-literal> <str-literal> <str-literal> . <w> get Bytes </w> ( ) ;,1
<comment> static final <w> Bytes Ref </w> INDEXOPTIONS = new <w> Bytes Ref </w> ( <str-literal> <str-literal> <str-literal> ) ;,1
"<comment> private final Map < T , T > cache ;",0
<comment> public static final int <w> KEY _ ENUMERATE _ SUB _ KEYS </w> = 0x0008 ;,1
private final boolean classes,1
<comment> private boolean <w> hsts Preload </w> = false ;,0
"<comment> private List <w> get Operation </w> ( Collection classifiers , String name , int params ) throws <w> Parse Exception </w> { List < Object > operations = new <w> Array List </w> < Object > ( ) ; if ( name = = null | | name . length ( ) = = 0 ) { return operations ; } for ( Object clf : classifiers ) { Collection oe = Model . <w> get Facade </w> ( ) . <w> get Features </w> ( clf ) ; for ( Object operation : oe ) { if ( ! ( Model . <w> get Facade </w> ( ) . <w> is A Operation </w> ( operation ) ) ) { continue ; } if ( ! name . equals ( Model . <w> get Facade </w> ( ) . <w> get Name </w> ( operation ) ) ) { continue ; } if ( params ! = <w> count Parameters </w> ( operation ) ) { continue ; } operations . add ( operation ) ; } } if ( operations . size ( ) > 0 ) { return operations ; } Iterator it = classifiers . iterator ( ) ; if ( it . <w> has Next </w> ( ) ) { <w> String Builder </w> expr = new <w> String Builder </w> ( name + <str-literal> <str-literal> <str-literal> ) ; int i ; for ( i = 0 ; i < params ; i + + ) { if ( i > 0 ) { expr . append ( <str-literal> <str-literal> <str-literal> ) ; } expr . append ( <str-literal> <str-literal> <str-literal> + ( i + 1 ) ) ; } expr . append ( <str-literal> <str-literal> <str-literal> ) ; <comment> <comment> <comment> Object cls = it . next ( ) ; Object <w> return Type </w> = <w> Project Manager </w> . <w> get Manager </w> ( ) . <w> get Current Project </w> ( ) . <w> get Default Return Type </w> ( ) ; Object op = Model . <w> get Core Factory </w> ( ) . <w> build Operation </w> ( cls , <w> return Type </w> ) ; new <w> Operation Notation Uml </w> ( op ) . <w> parse Operation </w> ( expr . <w> to String </w> ( ) , op ) ; operations . add ( op ) ; } return operations ; }",1
public Object remove ( int index ) { throw new <w> Unsupported Operation Exception </w> ( ) ; },0
<comment> private final byte [ ] boundary ;,1
public Object <w> set Value </w> ( Object value ) { throw new <w> Unsupported Operation Exception </w> ( ) ; },1
@ Override public <w> Maven Execution Request </w> <w> set Mirrors </w> ( List < Mirror > mirrors ) { if ( mirrors ! = null ) { this . mirrors = new <w> Array List </w> < > ( mirrors ) ; } else { this . mirrors = null ; } return this ; },1
<comment> private final static int <w> OP _ VALUES </w> = 1 ;,1
<comment> private final List < <w> Pending Block </w> > <w> new Blocks </w> = new <w> Array List </w> < > ( ) ;,0
"void <w> to String Tree </w> ( <w> String Builder </w> b switch ( kind ) { <comment> case <w> REGEXP _ UNION </w> : case <w> REGEXP _ CONCATENATION </w> : case <w> REGEXP _ INTERSECTION </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> ) ; <w> exp 1 </w> . <w> to String Tree </w> ( b , indent + <str-literal> <str-literal> ) ; <w> exp 2 </w> . <w> to String Tree </w> ( b , indent + <str-literal> <str-literal> ) ; break ; <comment> case <w> REGEXP _ OPTIONAL </w> : case <w> REGEXP _ REPEAT </w> : case <w> REGEXP _ COMPLEMENT </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> ) ; <w> exp 1 </w> . <w> to String Tree </w> ( b , indent + <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ REPEAT _ MIN </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . append ( min ) ; b . append ( <str-literal> ) ; <w> exp 1 </w> . <w> to String Tree </w> ( b , indent + <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ REPEAT _ MINMAX </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . append ( min ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . append ( max ) ; b . append ( <str-literal> ) ; <w> exp 1 </w> . <w> to String Tree </w> ( b , indent + <str-literal> <str-literal> ) ; break ; case <w> REGEXP _ CHAR </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . <w> append Code Point </w> ( c ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ CHAR _ RANGE </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . <w> append Code Point </w> ( from ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . <w> append Code Point </w> ( to ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ ANYCHAR </w> : case <w> REGEXP _ EMPTY </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ STRING </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; b . append ( s ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ ANYSTRING </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ AUTOMATON </w> : b . append ( indent ) ; b . append ( kind ) ; b . append ( <str-literal> ) ; break ; case <w> REGEXP _ INTERVAL </w> : b . append ( indent ) ; b . append ( kind ) ; String <w> s 1 </w> = Integer . <w> to String </w> ( min ) ; String <w> s 2 </w> = Integer . <w> to String </w> ( max ) ; b . append ( <str-literal> <str-literal> <str-literal> ) ; if ( digits > 0 ) for ( int i = <w> s 1 </w> . length ( ) ; i < digits ; i + + ) b . append ( <str-literal> ) ; b . append ( <w> s 1 </w> ) . append ( <str-literal> <str-literal> <str-literal> ) ; if ( digits > 0 ) for ( int i = <w> s 2 </w> . length ( ) ; i < digits ; i + + ) b . append ( <str-literal> ) ; b . append ( <w> s 2 </w> ) . append ( <str-literal> <str-literal> <str-literal> ) ; b . append ( <str-literal> ) ; break ; } }",1
private static String <w> BROWSER _ COOKIES </w> = <str-literal> <str-literal> <str-literal> ;,1
private <w> Ast Node </w> <w> false Expression </w> ;,0
<comment> public static String <w> read File </w> ( String <w> file Path </w> ) { File <w> js File </w> = new File ( <w> file Path </w> ) ; int length = new Long ( <w> js File </w> . length ( ) ) . <w> int Value </w> ( ) ; byte [ ] b = new byte [ length ] ; <w> String Buffer </w> contents = new <w> String Buffer </w> ( ) ; try { <w> File Input Stream </w> fis = new <w> File Input Stream </w> ( <w> js File </w> ) ; int read = fis . read ( b ) ; contents . append ( new String ( b ) ) ; } catch ( Exception e ) { p ( e . <w> to String </w> ( ) ) ; } return ( contents . <w> to String </w> ( ) ) ; },0
<comment> public Map <w> get Attributes </w> ( ) { return new <w> Context Map </w> ( this ) ; },1
* * * Returns position of : token * / public int <w> get Colon Position </w> ( ) { return <w> colon Position </w> ; },0
final int bytes ;,1
<comment> private String <w> cipher Suites </w> ;,0
<comment> protected long <w> size Of Indexed Strings </w> ;,0
private int <w> max Tasks </w> ;,1
final byte [ ] <w> scratch 2 </w> ;,1
<comment> public String <w> get Artifact Id </w> ( ) { return ( <w> artifact Id </w> ! = null ) ? <w> artifact Id </w> : <str-literal> <str-literal> ; },0
public List < <w> Acl Creation </w> > <w> acl Creations </w> ( ) { return <w> acl Creations </w> ; },0
"<comment> protected static final byte [ ] <w> COORD _ CONF </w> = new byte [ ] { 67 , 88 , 107 , - 86 , 69 , 23 , 76 , - 70 , - 91 , - 23 , - 87 , - 25 , - 125 , 86 , 75 , 20 } ;",1
"<comment> protected Map <w> set Result </w> ( Map <w> object Model </w> , Map <w> action Map </w> , Map <w> result Map </w> , boolean <w> all OK </w> ) { if ( <w> all OK </w> ) { <w> Http Session </w> session = <w> Object Model Helper </w> . <w> get Request </w> ( <w> object Model </w> ) . <w> get Session </w> ( ) ; for ( Iterator i = <w> action Map </w> . <w> key Set </w> ( ) . iterator ( ) ; i . <w> has Next </w> ( ) ; ) { String name = ( String ) i . next ( ) ; session . <w> set Attribute </w> ( name , <w> action Map </w> . get ( name ) ) ; } } return super . <w> set Result </w> ( <w> object Model </w> , <w> action Map </w> , <w> result Map </w> , <w> all OK </w> ) ; }",1
<comment> public static native void free ( long mem ) ;,0
int references ;,1
<comment> public static int [ ] [ ] <w> Label Mat </w> = new int [ BLOBROWCOUNT ] [ BLOBCOLCOUNT ] ;,0
public String <w> is Scripting Invalid </w> ( ) { return <w> scripting Invalid </w> ; },1
private transient Configuration conf ;,0
<comment> private <w> Attribute Source </w> atts = null ;,0
public static final String <w> ACTION _ RESULTS </w> = <w> Action Set Node </w> . class . <w> get Name </w> ( ) + <str-literal> <str-literal> <str-literal> ;,1
public <w> Dependency Resolution Request </w> <w> set Repository Session </w> ( <w> Repository System Session </w> <w> repository Session </w> ) { this . session = <w> repository Session </w> ; return this ; },1
"<comment> public void <w> close Node Scope </w> ( Node n , boolean condition ) { if ( condition ) { int a = <w> node Arity </w> ( ) ; mk = marks . remove ( marks . size ( ) - 1 ) ; while ( a - - > 0 ) { Node c = <w> pop Node </w> ( ) ; c . <w> jjt Set Parent </w> ( n ) ; n . <w> jjt Add Child </w> ( c , a ) ; } n . <w> jjt Close </w> ( ) ; <w> push Node </w> ( n ) ; <w> node _ created </w> = true ; } else { mk = marks . remove ( marks . size ( ) - 1 ) ; <w> node _ created </w> = false ; } }",0
<comment> private static final int <w> DEFAULT _ INITIAL _ CAPACITY </w> = 10 ;,0
public int <w> get Width </w> ( ) { LOG . debug ( <str-literal> <str-literal> <str-literal> + width ) ; return width ; },0
public int value ;,0
"private static List < <w> Range Value </w> > <w> get Range </w> ( String range ) { List < <w> Range Value </w> > ranges = new <w> Array List </w> < > ( ) ; for ( String token : range . split ( <str-literal> <str-literal> <str-literal> ) ) { if ( token . <w> starts With </w> ( <str-literal> <str-literal> <str-literal> ) ) { ranges . add ( new <w> Range Value </w> ( token . replace ( <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> ) , true ) ) ; } else if ( token . <w> starts With </w> ( <str-literal> <str-literal> <str-literal> ) ) { ranges . add ( new <w> Range Value </w> ( token . replace ( <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> ) , false ) ) ; } else if ( token . <w> ends With </w> ( <str-literal> <str-literal> <str-literal> ) ) { ranges . add ( new <w> Range Value </w> ( token . replace ( <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> ) , true ) ) ; } else if ( token . <w> ends With </w> ( <str-literal> <str-literal> <str-literal> ) ) { ranges . add ( new <w> Range Value </w> ( token . replace ( <str-literal> <str-literal> <str-literal> , <str-literal> <str-literal> ) , false ) ) ; } else if ( token . length ( ) < = 0 ) { ranges . add ( new <w> Range Value </w> ( <str-literal> <str-literal> , false ) ) ; } } if ( ranges . size ( ) < 2 ) { ranges . add ( new <w> Range Value </w> ( <str-literal> <str-literal> <str-literal> , false ) ) ; } return ranges ; }",1
<comment> public <w> Default Profile Activation Context </w> <w> set Project Directory </w> ( File <w> project Directory </w> ) { this . <w> project Directory </w> = <w> project Directory </w> ; return this ; },1
<comment> public synchronized boolean <w> is Access To Underlying Connection Allowed </w> ( ) { return this . <w> access To Underlying Connection Allowed </w> ; },0
private byte [ ] key ;,1
public void visit ( int <w> doc ID </w> ) { throw new <w> Illegal State Exception </w> ( <str-literal> <str-literal> <str-literal> ) ; },0
<comment> public int <w> is Valid </w> ( <w> Source Validity </w> <w> new Validity </w> ) { if ( uris = = null | | ! <w> is Closed </w> ) { <comment> return <w> Source Validity </w> . INVALID ; } <comment> if ( <w> new Validity </w> instanceof <w> Multi Source Validity </w> ) { return <w> compute Status </w> ( ( ( <w> Multi Source Validity </w> ) <w> new Validity </w> ) . resolver ) ; } else { <comment> return <w> Source Validity </w> . INVALID ; } },1
private final int bins ;,1
private final static String CREATIONS = <str-literal> <str-literal> <str-literal> ;,1
<comment> public void <w> return Worker </w> ( <w> Abstract Rx Task </w> worker ) { if ( running ) { synchronized ( mutex ) { used . remove ( worker ) ; <comment> if ( idle . size ( ) < <w> max Tasks </w> & & ! idle . contains ( worker ) ) idle . add ( worker ) ; <comment> else { worker . <w> set Do Run </w> ( false ) ; synchronized ( worker ) { worker . notify ( ) ; } } mutex . notify ( ) ; } } else { worker . <w> set Do Run </w> ( false ) ; synchronized ( worker ) { worker . notify ( ) ; } } },1
private final char [ ] expr ;,1
private Duration offset = Duration . ZERO ;,0
<comment> private static final String <w> STRING _ SHOWBOLDNAMES </w> = <str-literal> <str-literal> <str-literal> ;,0
<comment> private String <w> system Id For Caching </w> ;,0
@ Override protected List < <w> Query Node </w> > <w> set Children Order </w> ( List < <w> Query Node </w> > children ) throws <w> Query Node Exception </w> { return children ; },1
"@ Test public void <w> no Schema To Json </w> ( ) { Map < String , Boolean > props = Collections . <w> singleton Map </w> ( <str-literal> <str-literal> <str-literal> , false ) ; converter . configure ( props , true ) ; <w> Json Node </w> converted = parse ( converter . <w> from Connect Data </w> ( TOPIC , null , true ) ) ; <w> assert True </w> ( converted . <w> is Boolean </w> ( ) ) ; <w> assert Equals </w> ( true , converted . <w> boolean Value </w> ( ) ) ; }",1
private final boolean <w> observes Window </w> ;,0
public double <w> get Constraint Error </w> ( ) { update ( ) ; return <w> constraint Error </w> ; },1
<comment> public final long <w> sum Total Term Freq </w> ( ) { return <w> sum Total Term Freq </w> ; },0
<comment> private static List < Decision > <w> unspecified Decision </w> ;,1
public File <w> get Deploy Dir File </w> ( ) { if ( <w> deploy Dir File </w> ! = null ) return <w> deploy Dir File </w> ; File dir = <w> get Absolute Path </w> ( <w> get Deploy Dir </w> ( ) ) ; this . <w> deploy Dir File </w> = dir ; return dir ; },1
@ Override public byte [ ] <w> get Max Packed Value </w> ( String <w> field Name </w> ) throws <w> IO Exception </w> { Info info = fields . get ( <w> field Name </w> ) ; if ( info = = null ) { return null ; } <w> Bytes Ref </w> [ ] values = info . <w> point Values </w> ; if ( values ! = null ) { return info . <w> max Packed Value </w> ; } else { return null ; } },1
<comment> public static final String <w> KT _ CORRECTNESS </w> = Translator . localize ( <str-literal> <str-literal> <str-literal> ) ;,0
private int iterations = <w> get Default Iterations </w> ( ) ;,1
<comment> public byte [ ] <w> get Unique Id </w> ( ) ;,1
<comment> private long first = Long . <w> MIN _ VALUE </w> ;,0
"abstract Builder < K , V > <w> set Input Format Key Class </w> ( <w> Type Descriptor </w> < ? > <w> input Format Key Class </w> ) ;",1
<comment> private static final int <w> DOC _ COMMENT _ TAGS </w> = 1 ;,1
@ Override public <w> Model Building Request </w> <w> set Model Building Listener </w> ( <w> Model Building Listener </w> <w> model Building Listener </w> ) { request . <w> set Model Building Listener </w> ( <w> model Building Listener </w> ) ; return this ; },1
