text,label
"//System.err.println(""Token#substractRanges(): Entry: ""+this.ranges.length+"", ""+tok.ranges.length);",0
end of script.,0
load_1,0
i18n[dataTypeTimestamp.medium=Medium ({0})],0
//no text? remove op!,0
Reenable the action,0
forces recalculation of the axis range,0
itemLabelsVisible,0
Split the methods into constructors and regular method lists,1
//{{{ Gutter constructor,0
//{{{ loadRegisters() method,0
copy CopyMessageCommand command = new CopyMessageCommand(result); CommandProcessor.getInstance().addOp(command);,0
Get the transaction sample result,0
"both values are okay, so create a correct time",0
cached DirectoryScanner instance for our own Project only,0
pass command to scheduler,0
//public boolean isSubselectLoadable();,0
BAR Y,0
for use by test code only,0
line 814,0
try name first,0
//{{{ ComponentHandler class,0
--- DEPRECATED METHODS -------------------------------------------------,0
"If we are a reference, create a Path from the reference",0
check if the final polygon needs to be clipped,0
Test if there is a trailing html tag,0
"failsafe, set the Line as the origin of the error.",0
//{{{ LineInfo class,0
"show a chooser dialog for the file name, only xmi is allowed",0
ensure counts are updated correctly,0
Check that the parameter lists match.,0
TODO: Formalize conversion mechanisms between Java and Ruby,1
utf8 lead byte,0
iterate through all possible model elements to determine which are valid to be contained by the selected target,0
//{{{ stringToSelection() method,0
Methondname must always be provided.,0
Once all edges are connected do a compute route on each to make sure that annotations and the edge port is positioned correctly Only do this after all edges are connected as compute route requires all edges to be connected to nodes. TODO: It would be nice not to have to do this and restore annotation positions instead.,1
Simply add the collection to the list. //,0
"//tok = Token.createConcat(tok, this.parseFactor());",0
readable form of parameter kind,0
get configuration,0
all implementations of Java 1.5 should support AES,0
//catch permissions denial and keep going,0
"add space for the outer tick labels, if any...",0
prefer values from the other object,0
"do the ""singleton"" initialization",0
a url is always in a Tag.,0
The content outline is just a tree. //,0
"select-range is terminated by declaration of ""from""",0
//{{{ removeScrollListener() method,0
Reset as in the constructor. //,0
"log.info(""testLastPrevFailed"");",0
@see org.argouml.model.UmlHelper#addListenersToModel(java.lang.Object),0
set the newly selected item in the library list,0
button panel,0
Read an optional version.,0
build the path stack info to compare,0
line 667,0
prevent accidental use of is below,0
"we have read data, so that is not the same state odd-ball case: assume if neither has read data that they are equal",0
Doesn't even look like a URL? Maybe it isn't: Ignore the exception.,0
end of interval,0
TODO: This is using the default platform character encoding. Specifying an encoding will produce more predictable results,0
(non-Javadoc) @see org.columba.api.command.IWorkerStatusController#removeWorkerStatusChangeListener(org.columba.core.gui.statusbar.event.WorkerStatusChangeListener),0
Are the names the same ?,0
Don't try to instantiate these,0
//{{{ charAt() method,0
@see javax.swing.plaf.metal.MetalTheme#getSystemTextFont(),0
find first non cached dir,0
Create a new graphics context so we start with fresh transforms,0
"pseudocolumn query failed, so reset it. Otherwise, we'll mistake the last column for a pseudocolumn and make it uneditable",0
need to add static block here,1
Create the property:,0
"""N/A"" or ""x nodes and x edges""",0
remove source folder,0
try a dataset with some content...,0
//MappingPackage ePackage = ((MappingRoot)msg.getNotifier()).ePackageMapping();,0
If rootFolder is not cached traverse the tree,0
"Create package name, by splitting on / and joining all but the last elements with a ""."", and downcasing them.",0
Find JMeter home dir from the initial classpath,0
(non-Javadoc) @see net.javaprog.ui.wizard.Step#prepareRendering(),0
//i18n[explainplanexecuter.operation=Operation],0
Javadoc copied from source.,0
get the id from the object,0
"both ends must be classes, otherwise there is nothing to merge",0
generate regexps initialization code,0
"TODO: A better implementation would be to batch events into logical groups and update the tree one time for the entire group, synchronizing access to the model repository so that it stays consistent during the query. This would likely require doing the updates in a different thread than the event delivery thread to prevent deadlocks, so for right now we protect ourselves with try/catch blocks.",1
This is acceptable,0
private JButton enableButton; private JButton disableButton;,0
Restarts,0
-eltype,0
Finish the declaration.,0
Need better test for Windows,1
Method to get files list to be uploaded.,0
handle: ContentType: text/plain; charset=ISO-8859-1; format=flowed,0
Generate Button --------------------------------------,0
"Perhaps something like the following would workd. If not, then traverse up the component hierarchy to a MultEditorPane Rectangle drawingArea = Globals.curEditor().getJComponent().getVisibleRect();",0
2580..259F;,0
//MModelElement modelElement = elementImport.getModelElement();,0
delegate,0
//{{{ WorkThreadListener implementation,0
mark as not spam,0
@see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement( java.lang.Object),0
//{{{ invalidateLineRange() method,0
"//@GuardedBy(""LOCK"")",0
"//ResultSet rs = con.getMetaData().getTables(""dbcopysrc"", null, ""BIGINT_TYPE_TABLE"", new String[]{ ""TABLE"" });",0
set the flag to display the targets and quit,0
//{{{ replaceInSelection() method,0
if d is real small set the inverse to a large number to avoid INF,0
ClassPathException is a type of UtilEvalError,0
DocumentListener method,0
i18n[HibernateConfigPanel.configName=Configuration name],0
setup dest mock file,0
$NON_NLS-1$ $NON_NLS-1$ $NON_NLS-1$ $NON_NLS-1$ $NON_NLS-1$ $NON_NLS-1$ $NON_NLS-1$,0
//{{{ getResourceAsStream() method,0
merge columns in an existing column,0
"TODO : safe to interpret ""map.remove(key) == null"" as non-dirty?",1
"//[?, ?] //[?, boolean]",0
"The DecisionModel is part of the state of the Designer. It describes what types of decisions, or design issues, the Designer is thinking about at the current time. Critics that are relevant to those decisions are made active, Critics that are not relevant are made inactive. TODO: There is some notion that each decision has a certain importanance at a certain time, but I have not followed through on that because I don't have good examples of how to quantify the importance of a decision. TODO: Right now the individual decisions are just Strings, maybe they should have some non-atomic structure? @author Jason Robbins",1
"jpanel1.add(addCriteriaButton, cc.xy(1, 1));",0
"This changes the complete structure of the table, so we need to set the column widths again.",0
"Ensure we're not running on GCJ, since it's not supported and leads to weird errors",0
GenIC task GenIC class (3 are supported for various versions,0
//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ $NON-NLS-1$,0
last possible start position of a match with this pattern; this is negative if the pattern is longer than the text causing the search loop below to immediately fail //int last_anchor = reverseSearch // ? offset + pattern.length - 1 // : length - pattern.length;,0
//{{{ isFocusTraversable() method,0
"The text element has no border, so the line color doesn't matter.",0
HSQLDB 1.7.1 throws error.,0
'' outside comment,0
"Well, no matching constructor.",0
//{{{ ToggleAction class,0
Builds a manifestation of an element for an artifact. @param utilizedElement is the packageable element @return manifestation TODO: This needs an extra parameter to specify the model/extent where the new element should be created.,1
this will skip blank lines,0
Cannot do this as part of threadStarted() because the Config elements have not been processed.,0
no number,0
//{{{ getMarkLine() method,0
Need a better way to define the suffixes here...,1
loginMethod = (String) loginMethodComboBox.getSelectedItem();,0
JDK 1.4 workaround,1
"@see org.tigris.gef.base.ModeCreateFigPoly#createNewItem(java.awt.event.MouseEvent, int, int)",0
"host is nil or the empty string, bind to INADDR_ANY",0
insert surrounding html tags,0
"get the ""Cc"" headerfield from the header",0
multiple rows - not good,1
classpath makes no sense,0
//{{{ HyperSearchResult constructor,0
EARLY EXIT!!!,0
Process this first. //,0
================ Instance Methods ================,0
handle multiplicity here since we need the type actually the API of generator is buggy since to generate multiplicity correctly we need the attribute too,0
"Object icon = ResourceLoaderWrapper.lookupIcon(s); putValue(Action.NAME, Translator.localize(s)); putValue(Action.SMALL_ICON, icon); Set the tooltip string: putValue(Action.SHORT_DESCRIPTION, Translator.localize(s));",0
"The node identifier is already in network byte order, so there is no need to do any byte order reversing. //",0
Make sure the root node for the region exists and has a DataVersion that never complains,0
@see java.awt.event.WindowListener#windowIconified(java.awt.event.WindowEvent),0
Get the attribute value: //,0
"up to ten, stuff into tmp locals, load in reverse order, and assign FIXME: There's probably a slightly smarter way, but is it important?",1
no match with mailto link tags,0
Try changing namespace of element and make sure results track,0
//axis3.setPositiveArrowVisible(true);,0
n.b. we need to recompute the hash in case the key object was modified,0
"//list.add(""OpaqueExpression"");",0
We remove all of them:,0
"OK, so that didn't work out... Just ignore any problems and don't set the name in the constraint body better had log it.",0
break out of inner for loop to check next char //}}} //{{{ Handle end of MARK_FOLLOWING,0
@see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName(),0
we created the document,0
Class,0
//if less than 1.0 then make it 1.0 //add in margin and get exponential value:,0
messageController.createPopupMenu();,0
"This Fig is never placed on a diagram. It is only used by the call renderer so that pick list items look like diagram Figs. TODO: This Fig does not represent a model element and so it should not extend FigNodeModelElement. We should split FigNodeModelElement in two, one for base functionality for all nodes and one that is truly for model elements.",1
//+ action names $NON-NLS-1$,0
"JPanel innerPanel = builder.getPanel(); FormDebugUtils.dumpAll(innerPanel); setLayout(new BorderLayout()); add(innerPanel, BorderLayout.CENTER);",0
The current JTable that we are working with. This is used only to see when the user moves to a different JTable so we know when to clear the HashMap of DataTypeObjects.,0
//Ignore - We do not want this to stop the build.,0
state[j] &= 0xffffffffL;,0
ALTER TABLE <tableName> MODIFY <columnName> MEDIUMINT NOT NULL AUTO_INCREMENT PRIMARY KEY,0
only relevant when this is a subplot,0
TODO finish unmarshalling of all available properties,1
make sure we are already logged in,0
//ISession[] getActiveSessions();,0
//key,0
//{{{ foldLevelChanged() method,0
throw in drive letters,0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#supportsUnion(),0
i18n[I18n.PropsCopyMsg=Copied existing translations from {0} to {1}],0
create a new variable using the prefix,0
interiorGap,0
increase progressbar value,0
i18n[mssql.performace=Performance Counters],0
//////////////////////////////////////////////////////////////user feedback,0
@see org.argouml.uml.ui.UMLComboBoxModel2#isValidElement(Object),0
check if there are any values earlier than specified by the history count...,0
//Set default single model,0
the actual panning occurs later in the mouseDragged() method,0
TODO support iterate declarator,1
// add(_okBtn); // add(_closeBtn);,0
"If we can't do anything else, we'll provide the default select feedback and enable auto-scroll and auto-expand effects.",0
Add the default colors items.,0
i18n[laf.jarZip=JAR/Zip files],0
could this happen?,0
########################################################################,0
Add a listener to set the most recent command's affected objects to be the selection of the viewer with focus. //,0
Operations for Text and in-cell work,0
"Check name is ""antlib""",0
first determine the size of the chart rendering area... TODO workout insets for SWT,1
"value=""value"" name=""sessionid"" $NON-NLS-1$ $NON-NLS-1$ $NON-NLS-2$ $NON-NLS-3$ $NON-NLS-1$ $NON-NLS-1$",0
"Parse the ejb deployment descriptor. While it may not look like much, we use a SAXParser and an inner class to get hold of all the classfile names for the descriptor.",0
stroke index,0
(non-Javadoc) @see org.columba.core.filter.IFilterRule#addEmptyCriteria(),0
Utility method to set up all the values,0
doesn't java know interruptions are rude? just pretend it didn't happen and go about out business. sheesh!,0
//{{{ _preprocessKeyEvent() method,0
return all the associated counts together,0
Messages,0
endWindow = window;,0
strict,0
@see tudresden.ocl.parser.analysis.DepthFirstAdapter#caseAListExpressionListOrRangeTail(tudresden.ocl.parser.node.AListExpressionListOrRangeTail),0
Make a transaction for each resource,0
"if the file size is not known, start with a resonable default buffer size",0
normal items at the front or back of the masgn,0
Note: It would be nice to pre-calculate this per series,1
We ensure ASYNC semantics (JBCACHE-1175),0
gui,0
line 1507,0
-keep,0
i18n[sqlval.clientLogon=Client:],0
Field TODO: TextArea or TextField,1
@see java.awt.event.WindowListener#windowDeiconified(java.awt.event.WindowEvent),0
"//setBounds(new Rectangle(600, 400));",0
list of nick names,0
TODO: decompose getJavaPackageModule so we don't parse fullName,1
skip first parameter == return type,0
i18n[mssql.windows=Windows text (ANSI)],0
"We need this loop in order to be able to ""unblock"" the join call without actually calling interrupt.",0
ignore switch,0
TODO should class implement SampleListener?,1
i18n[FactoryProviderDialog.title=Name of SessionFactorImpl provider],0
i18n[firebird.showProcedureSource=Show procedure source],0
write('S');,0
Make sure we don't try to set things smaller than the minimum,0
Override wrapMapper in order to insert the Wrapper in the chain,0
EQ != 0 (i.e. true),0
line comments at the end of annotations are not a part of the range of annotation TODO is not including line comments at the end of annotations a bug?,1
"//return value != null && value.length() != 0 && value.charAt(0) != SEGMENT_SEPARATOR && validate(value, URIC_HI, URIC_LO, true, true);",0
simple name specified == parent dir + name,0
"col2, line 2, B",0
//$NON-NLS-1$ default: normal,0
demandDocumentRoot(ePackage);,0
generate the clsspath,0
"If they don't have the same size, the feature maps aren't equal. //",0
only set if all buffers saved/closed,0
i18n[popupeditableIoPanel.notWriteable=File is not writeable.\nChange file permissions or select a differnt file for export.],0
build first node only and return true,0
If the edge is from a circle to a circle (e.g. between use cases) we have our own implementation overriding GEF. Which attempts to keep the edges perpendicular if the edge is already close to perpendicular.,0
(non-Javadoc) @see org.eclipse.emf.mapping.ecore2ecore.Ecore2EcoreMapping#getOutputEPackage(),0
Test sending data with default encoding,0
we found it in the temp PC. Should indicate we are in the midst of processing a result set containing eager fetches via join fetch,0
use gradients and white borders for the section colours,0
following internal components plugin registration //,0
i18n stuff,0
not used,1
Instantiate requestview classes,0
"col 1, line 1, A",0
build the command line from what we got the format is cleartool update [options...] [viewpath ...] as specified in the CLEARTOOL.EXE help,0
"if save did not raise an exception and name+""#"" exists move name+""#"" to name+""~"" this is the correct backup file",0
We will only deal with structured selections. //,0
no fields to test,0
"//if we are inside a new Result(), but not inside a nested function",0
"If the cfg of the method is around, print the CFG!",0
a peek ahead showed this as an JPA-positional parameter,0
//{{{ createOptionPanes() method,0
use old (HB 2.1) defaults if outer-join is specified,0
Push arguments as an object array,0
E000..F8FF;,0
"The SQL Results page puts text into the table cells rather than objects of the appropriate type, so we need to convert befor proceeding",0
"Use deprecated method, to avoid duplicating code",0
create menuitems for all registered new items,0
West Europe # 4,0
Skip the dummy null object and test again. //,0
"The following check should have been satisfied before we instantiated the module, but double check again",0
@see javax.swing.filechooser.FileFilter#accept(java.io.File),0
//{{{ Roster constructor,0
"//cat.debug(""NOTE: TodoParser handleStartTag:"" + e.getName());",0
//{{{ Static initializer,0
try to retrieve the fully qualified name of the specified type...,0
line 858,0
Check if we have a sampler to sample,0
synchronized method per JRUBY-1173 (unsafe Double-Checked Locking) FIXME: synchronization is still wrong in CP code,1
Keep reading till we get the left bracket of an opening tag,0
Initialize created meta-data,0
We get stuck in infinite loops here when unicode escapes fail. Must re-init the char stream reader (ASCII_UCodeESC_CharStream.java),0
Iterate over the whole tree to do this. //,0
not in UML1.4,0
"Wrap the current result as a zip stream, and record it for loop-based recursion. //",0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#getDatabaseProductName(),0
RuleBasedCollator not yet supported - see Selector:375 note,0
i18n[sqlscript.storeSqlInTableFailed=An error occured during storing SQL result in table {0}. See messages for details.\nI will create the copy script. You may correct errors and run it again.],0
//{{{ calculate tab size,0
Don't generate private or loosely typed fields Note: loose types aren't currently parsed anyway...,1
assign doesn't need the pre-value,0
//TODO: suck into event class,1
//{{{ unregisterFoldHandler() method,0
inline script,0
If this owned object is one from the collection... //,0
Only look at Associations,0
end foreach map entry end else,0
"In DeploymentDiagrams the situation is not the same as in other diagrams only classes, interfaces and objects can intersect each other while they are not the EnclosingFig, so you have to prouve only these elements.",0
//write(); -- doesn't,0
i18n[graph.scriptAllTables=Script all tables],0
ensure old value is not left defined,0
hide compartment,0
private members,0
//{{{ getTerminateChar() method,0
"TODO: maybe instead of throwing an exception, we could ask the user if they would like us to adjust their preference for them.",1
information display Panel,0
TODO: This is well-formedness rule from UML1.4.2 4.5.3.20 [2] No GeneralizableElement can have a parent Generalization to an element that is a leaf. self.parent->forAll(s | not s.isLeaf),1
this is a root element,0
//{{{ getWordToComplete() method,0
view message list,0
i18n[editextras.day=Day],0
Used by DebugSampler,0
"System.err.println(""add = [""+newString+""]"");",0
binary typed calls,0
MRI does it!,0
add node,0
default option,0
TODO: Make the tree refresh and expand really work in all cases!,1
//{{{ historyNext() method,0
Set response data,0
TODO getSeriesShape(n).getBounds().height / 2;,0
so that we don't try to reset() right away,0
"Otherwise, let's call the whole thing off. //",0
TODO: Use this event mechanism to update the checkmark on the Presentation Tab:,1
line 775,0
abstractions are represented in the Inheritance Node.,0
(non-Javadoc) @see com.mockobjects.sql.MockDatabaseMetaData#isReadOnly(),0
"This is a daemon thread, which should only reach here if there are other non-daemon threads still active",0
initialize services before dismissing the splash screen,0
TODO: for now we are ignoring the height constraint,1
"public class Hello { public static String getMessage() { return "".....""; } }",0
"If no other constructors, generate a default constructor",0
ALTER TABLE $tableName$ DROP CONSTRAINT $constraintName$,0
add the primary key,0
get the JComponent from the visualizer,0
line 506,0
work out the minimum value...,0
//{{{ getOpenParenIndent() method,0
"TODO: This and recacheRespondsTo needed to be synchronized for JRUBY-3466, but this degraded performance nearly 2x. It's still faster than MRI, but a reanalysis of this code may show a faster way to ensure we're caching safely.",1
//choose the right vendor DD,0
Specification Name must match,0
"The Fig for a permission, which is a form of dependency. <p> TODO: In UML 2.x, the import and access Permissions have become PackageImports with public visibility and non-public visibility respectively. (ArgoUML only supports the <<import>> Permission currently). The friend Permission has been dropped. Also the type hierarchy has been reorganized so that PackageImport is not a subtype of Dependency. @author Markus Klink",1
//{{{ FilesChangedDialog constructor,0
line 991,0
argument can be an instanceof a Fig which we ignore,0
Without a flush Ant will miss some of our output,0
If this entry isn't the end marker and isn't the matching one that we are replacing... //,0
"if the labels are too long, they'll be ""squeezed"" to make the chart viewable.",0
//{{{ updateStructureHighlightWithDelay() method,0
all sub-components with setFont(null) inherit this font,0
TODO: Return empty collection on null input or throw IllegalArgument?,1
"TODO Method with 0 reference, really useful ?",1
"Creates a new field that selects the language for an expression. @param m Expression model, should be shared between Language and Body fields @param n Only one of Language and Body fields should forward events to model TODO: MVW: I do not understand that.",1
todo : YUCK!!!,1
"The parent is null, which implies a top-level removal, so create a self-removing command. //",0
not a class,0
TODO: take BigDecimal.mode into account.,1
"All rules passed, so activate the button",0
Map of label & basic blocks which are waiting for a bb with that label,0
"must be plain, ensured by TypeAttribute",0
child views exist - operate recursively on these,0
popupAddOffset should be equal to the number of items added here:,0
"""head"" must have no non-trivial assigns (array groupings, basically)",0
//{{{ subregionOffsetToX() method,0
TODO: Exact ordering is only required for some tests; change the comparison to do a set compare where necessary.,1
"we must iterate through this in descending order to avoid removing, say, item #2, making item #4 into item #3, inadvertently removing item #5.",0
"Sybase 15 fully supports quotation marks for identifiers, and reports "" as the identifier quote string - yeah, they got it right!",0
make array of exceptions,0
Set up the hash table that contains the styles.,0
This String will be returned by getVersion(),0
ID,0
"For JDK 1.4 we can use ""cal.getTimeInMillis()""",0
WEB SERVER PANEL,0
"user has entered some non-default info, so save it",0
level 2 import detail,0
"assert internedName == internedName.intern() : internedName + "" is not interned"";",0
Trying to set time to an exact number,0
//Create a timer.,0
"Force the line-width to 0, since the FigGroup that contains the stereotype may want to show a border, but we don't.",0
flag - if all machines within a given domain can access the variable. //(from http://www.cookiecentral.com/faq/ 3.5),0
Create the Look and Feel register.,0
//{{{ sort() method,0
load profiles.xml,0
calling GenIC task,0
init the static shared sharedObject if it's not there yet,0
can't render anything without axes,0
Helper method to maintain timestamp relationships,0
TODO implement OCLExpression,1
find optimum height and map to range,0
"Trying to match the following productions: hexseq = hex4 ( "":"" hex4) hex4 = 14HEXDIG",0
Continue processing if the file doesn't exist so that we try create a new empty one.,0
//{{{ _rename() method,0
"FIXME: vulture daemon thread prevents finalization, find alternative approach. vulture.start();",1
calculate size and return it,0
box arguments,0
super implementation found a hit,0
"If you add this method to one of the standard DataTypes in the fw/datasetviewer/cellcomponent directory, you must also add the name of that DataType class to the list in CellComponentFactory, method getControlPanels, variable named initialClassNameList. If the class is being registered with the factory using registerDataType, then you should not include the class name in the list (it will be found automatically), but if the DataType is part of the case statement in the factory method getDataTypeObject, then it does need to be explicitly listed in the getControlPanels method also.",0
TODO: figure out how this should be set. /////////////////////////////////////////////////////////////////////////////This was the reason for failures regarding INDEX_OP and subclass joins on theta-join dialects; not sure what behaviour we were trying to emulate ;) // joinSequence = joinSequence.getFromPart(); Emulate the old addFromOnly behavior.,1
============ ResourceFactory interface ======================,0
these are just two unrelated table references,0
valueFont,0
Use CONTENT_UNDECLARED to avoid overwriting existing element declaration.,0
list of interfaces we implement,0
"This does not work (anymore/yet?), since we never have a FigText here:",1
Save only resources that have actually changed. //,0
"for SEEK_CUR, need to adjust for buffered data",0
"hear no evil, see no evil",1
adding project files icon,0
@see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object),0
"The implementations of these are all bonus (see TODO above) I was going to throw an error from these, but it appears to be the wrong place to do it.",1
store the value in the array,0
Text: take org. message; mod:20040629 SWITT,0
Weblogic will throw an error if the deployment descriptor does not match the class files.,0
We cannot set the body of this model element type.,0
Here we located the new classifier with its operation.,0
This is needed for OnceOnly to work like other Loop Controllers,0
We do this b/c make_tmpname might be overridden,0
offset the start of the boxes if the total width used is smaller than the category width,0
Set the following for some backward compatibility with old algorithm,0
"Use simpleSort(), since the full sorting mechanism has quite a large constant overhead.",0
Show tool bar,0
"Note that this object equality check is intentional, to ensure the string and its interned version are the same object.",0
the for loop's condition finds the separator,0
line 1588,0
testLoadAndSave test files,0
Motif kludge: we would get something random instead of null. //,1
3 columns size,0
//SimpleAnyTypeImpl,0
First 2 chars are the major version number,0
"UNDONE When File lets us get the userName, use it!",0
Several tries to construct a URL that really exists.,0
view.addListSelectionListener(this);,0
"TODO: Perhaps we can tell the user when they click ""Copy Table"" if the source session is Axion and they want primary keys that it's not possible.",1
//{{{ TipOfTheDay constructor,0
now extrapolate based on label height and unit height...,0
end runGC_actionPerformed(),0
skip ahead so the cursor is now immediately after the begin comment string,0
"dropDown.addListener(SWT.Paint, dropDownListener);",0
build first tab,0
//actionBar.setBackground(WorkbenchColors.getSystemColor(SWT.COLOR_WIDGET_BACKGROUND)); //systemBar.setBackground(WorkbenchColors.getSystemColor(SWT.COLOR_WIDGET_BACKGROUND));,0
Now we can search this folder since no mail from this folder will come in the list,0
(non-Javadoc) @see net.sourceforge.squirrel_sql.fw.sql.ISQLDatabaseMetaData#getTableTypes(),0
"This class provides encode/decode for RFC 2045 Base64 as defined by RFC 2045, N. Freed and N. Borenstein. RFC 2045: Multipurpose Internet Mail Extensions (MIME) Part One: Format of Internet Message Bodies. Reference 1996 Available at: http://www.ietf.org/rfc/rfc2045.txt This class is used by XML Schema binary format validation This implementation does not encode/decode streaming data. You need the data that you will encode/decode already on a byte array. @author Jeffrey Rodriguez @author Sandy Gao",0
"A command to set selected figs to their minimum size. <p> Despite its name, really the minimum size is selected here! <p> TODO: Rename this class. @author Markus Klink",1
end compound name routines,0
Implements JavaSamplerClient.setupTest(JavaSamplerContext),0
//axisOffset;,0
Get the package name and see if there's an EPackage for it. //,0
user:password@host:/path notation,0
used by HttpTestSampleGui,0
"Update the status of the object and if necessary, schedule an update",0
$NON-NLS-1$ default value: false,0
Check the file exists,0
4,0
view only,0
//MULTITABLES,0
"//new Functor(""setName""), $NON-NLS-1$ $NON-NLS-1$",0
can't delete currently running profile,0
"invalid regexp, ignore return true to avoid annoying beeping while typing a re",0
//{{{ setBorderPainted() method,0
Did we open the file?,0
//hand down,0
"EOF, re-open file",0
//ICalendarStore store = (ICalendarStore) next.getSource();,0
FIXME: check how ruby 1.9 handles this,1
//XXX,0
Constants for seek,0
line 378,0
no validation needed since all components are from existing URIs,0
"'baseOutlineStroke' : immutable, no need to clone reference",0
JOnAS-specific descriptor deployment,0
Fetch the key before going in synchronized mode,0
//{{{ setElectricScroll() method,0
There was a NPE being thrown without the null check here.. JKB,0
If there is still a parent -> remove it,0
Found end marker for this heredoc,0
Content-length,0
//link.setBackground(titleBackground);,0
TODO: do all following steps TODO: resolve item from ToDoList,0
Needed to guarantee other components a focus lost and to allow to enter the tabs components via tab key in a well defined way (the user can see where the focus is).,0
Check to see if to is a directory and convert toFile to be the name of the file in that directory.,0
READ_CHECK from MRI io.c,0
adds all stereotypes defined at the profiles applied to the current project,0
Updates the button if the current row changes @see javax.swing.event.TableModelListener#tableChanged(javax.swing.event.TableModelEvent),0
//{{{ handleAbout() method,0
won't get here...,0
//{{{ Run script specified with -run= parameter,0
prohibit instantiation,0
remember last selected folder treenode,0
//topPanel.setLayout( );,0
Set the file upload data,0
CASE 1 : Comparing to another Second object -------------------------------------------,0
loop through all extensions this plugin uses,0
@see java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent),0
set flag that next should fail next time?,0
//{{{ goToEndOfWhiteSpace() method,0
We assume profile is contained in a single extent,0
This method uses Apache soap util to create the proper DOM elements. @return Element,0
"many of the zoom methods need a screen location - all we have is the zoomPoint, but it might be null. Here we grab the x and y coordinates, or use defaults...",0
"A container for collections we load up when the owning entity is not yet loaded ... for now, this is purely transient!",0
Use a different notation as Messages on a collaboration diagram:,0
counts each bit that has been fired,0
//TBD rethink where exactly some of the following methods belong (GenModel or GenPackage) //,1
boolean,0
Set toolbar color panel,0
@see org.tigris.gef.presentation.Fig#getMinimumSize(),0
Invoke the parent constructor first,0
Determine the separator strings. The dirsep and pathsep attributes override the targetOS settings.,0
i18n[HibernateConfigPanel.applyConfigChanges=Apply changes to this configuration],0
//List classes = getCandidates(); //return classes.size() > 0;,0
if depth is negative don't draw anything,0
This bit turns <exclude> child tags into patters to ignore,0
Class name for the JCC SqlException class,0
Helper method to simplify alias creation from properties,0
//assume this is an IOexception about un readability,0
"First, try the system property",0
"a la Perl, $0 is whole thing, $1 - $9 are subexpressions",0
//{{{ MemoryStatus class,0
Management/monitoring,0
If this TransformOperation has DrawOperation children then Rotate the first child and return.,0
(non-Javadoc) @see org.columba.core.gui.frame.focus.FocusOwner#isCutActionEnabled(),0
//TODO: redesign how PropertyAccessors are acquired...,1
FIXME: not very efficient,1
//{{{ getMacroActionSet() method,0
i18n[I18n.translators=Translators],0
Will already have been logged by XPathUtil fail the sample,0
Legacy? Just return the original Paint. (this corresponds EXACTLY to how Paints used to be darkened),0
i18n[graphToClipboard.copyButton=Copy image from selected tab],0
"Parse a transition description line of the form:<pre> ""event-signature [guard-condition] / action-expression"". </pre> A "";"" is not interpreted as having any special meaning. <p> The ""event-signature"" may be one of the 4 formats:<ul> <li> ChangeEvent: ""when(condition)"" <li> TimeEvent: ""after(duration)"" <li> CallEvent: ""a(parameter-list)"". <li> SignalEvent: any string without (). </ul> Remark: The UML standard does not make a distinction between the syntax of a CallEvent and SignalEvent: both may have parameters between (). For simplicity and user-friendliness, we chose for this distinction. If a user wants parameters for a SignalEvent, then he may add them in the properties panels, but not on the diagram. <p> An alternative solution would be to create a CallEvent by default, and when editing an existing event, do not change the type.<p> TODO: This function fails when the event-signature contains a ""["" or a ""/"". See issue 5983 for other cases that were a problem in the past. @param trans the transition object to which this string applies @param s the string to be parsed @return the transition object @throws ParseException when no matching [] are found",1
"TODO (@author fdietz): add central place, which keeps a list of all possible colors, and provides a custom color configuration possibility",1
i18n[Application.splash.loadcellselections=Loading Cell Import/Export selections...],0
//prevents this session from adding things to cache,0
oldWidth = table.getClientArea().width;,0
no data in the parent plot,0
"TODO: do we need to implement any kind of connection pooling? If so, which connections should be shared? Should threads share connections to the same destination? What about cross-thread sharing?",1
Are we uploading? $NON-NLS-1$,0
//i18n[SplashScreen.error.updatingprogressbar=Error occured updating progress bar],0
get inputstream of this message from folder,0
we can't be sure of the order,0
Find all native jars,0
throws PluginException,0
Another subsample for the transaction,0
"TODO: move to IOUtilities @see net.sourceforge.squirrel_sql.client.update.UpdateUtil#createZipFile(FileWrapper, FileWrapper[])",1
TODO create javadocs for class,1
unfortunately not really safe to normalize this to 1 as an initial value like we do the others because we would not be able to control this if we are using a sequence...,0
i18n[PreLaunchHelperImpl.restoreFailedMessage=Restore from backup failed. Re-installation may be required.,0
For use by AJP,0
should not be stored,0
Obtain another URL with an explicit port:,0
//adding all Colums together,0
"can't allow duplicate values, so we need to check whether there is an item with the given x-value already",0
i18n[graph.btnOk=OK],0
One-time init for this client,0
be dead,0
Side effect: This creates the fig:,0
Try to create a file in a directory that does not exist,0
"this covers the rare case of lower-case class names (and thus will fail 99.999% of the time). fortunately, we'll only do this once per package name. (and seriously, folks, look into best practices...)",1
"finally, apply profile configuration to the model",0
compute common denominator,0
HTTP proxy,0
//{{{ register() method,0
